term,n_grams,count_pre_2023,count_2024_2025,doc_freq_pre_2023,doc_freq_2024_2025,log_odds_delta,z_score,associated_period
social,1,26,338,15,240,0.30984118090027035,1.8939075638998022,Pre-2023
propose,1,11,108,10,102,0.49953154929616783,1.8782895557114143,Pre-2023
extended,1,4,23,4,20,0.9035445095338535,1.8646903876922036,Pre-2023
conceptual understanding,2,4,23,2,20,0.9035445095338535,1.8646903876922036,Pre-2023
planned,1,4,23,3,18,0.9035445095338535,1.8646903876922036,Pre-2023
work,1,25,325,20,256,0.30981764353455343,1.856988080207748,Pre-2023
agent,1,3,14,2,10,1.073602807538789,1.8535996480479588,Pre-2023
allow,1,3,14,3,14,1.073602807538789,1.8535996480479588,Pre-2023
flipped,1,3,14,2,5,1.073602807538789,1.8535996480479588,Pre-2023
recruited,1,3,14,3,14,1.073602807538789,1.8535996480479588,Pre-2023
step,1,3,14,3,14,1.073602807538789,1.8535996480479588,Pre-2023
reach,1,3,14,3,14,1.073602807538789,1.8535996480479588,Pre-2023
described,1,3,14,3,14,1.073602807538789,1.8535996480479588,Pre-2023
possible,1,6,45,6,40,0.6965922956303414,1.8422068560853073,Pre-2023
countries,1,11,110,10,81,0.48660396076095225,1.8360548512567287,Pre-2023
physical,1,5,34,4,14,0.7715583367021441,1.8313811302977283,Pre-2023
social media,2,5,34,2,25,0.7715583367021441,1.8313811302977283,Pre-2023
hong kong,2,5,34,3,28,0.7715583367021441,1.8313811302977283,Pre-2023
hong,1,5,34,3,28,0.7715583367021441,1.8313811302977283,Pre-2023
kong,1,5,34,3,28,0.7715583367021441,1.8313811302977283,Pre-2023
construction,1,7,58,3,29,0.6220878945345296,1.8086101312153626,Pre-2023
sessions,1,4,24,4,23,0.8696285007992781,1.8075204088612014,Pre-2023
understanding concepts,2,4,24,4,23,0.8696285007992781,1.8075204088612014,Pre-2023
know,1,5,35,4,24,0.749198551841662,1.7871795449037955,Pre-2023
decision making,2,3,15,2,9,1.0167265282276468,1.7755071061671017,Pre-2023
account,1,3,15,3,14,1.0167265282276468,1.7755071061671017,Pre-2023
digital era,2,3,15,3,15,1.0167265282276468,1.7755071061671017,Pre-2023
sociocultural,1,3,15,2,13,1.0167265282276468,1.7755071061671017,Pre-2023
corresponding,1,3,15,2,15,1.0167265282276468,1.7755071061671017,Pre-2023
ethical principles,2,3,15,3,13,1.0167265282276468,1.7755071061671017,Pre-2023
reason,1,2,7,2,6,1.3168710926812341,1.7696914341524315,Pre-2023
developmentally,1,2,7,1,7,1.3168710926812341,1.7696914341524315,Pre-2023
implication,1,2,7,2,7,1.3168710926812341,1.7696914341524315,Pre-2023
outlook,1,2,7,2,6,1.3168710926812341,1.7696914341524315,Pre-2023
ai-empowered,1,2,7,2,4,1.3168710926812341,1.7696914341524315,Pre-2023
existence,1,2,7,2,6,1.3168710926812341,1.7696914341524315,Pre-2023
grounding,1,2,7,2,7,1.3168710926812341,1.7696914341524315,Pre-2023
respective,1,2,7,2,7,1.3168710926812341,1.7696914341524315,Pre-2023
want,1,2,7,2,7,1.3168710926812341,1.7696914341524315,Pre-2023
competitiveness,1,2,7,2,5,1.3168710926812341,1.7696914341524315,Pre-2023
contents,1,2,7,1,7,1.3168710926812341,1.7696914341524315,Pre-2023
supervised machine,2,2,7,1,5,1.3168710926812341,1.7696914341524315,Pre-2023
come,1,2,7,2,7,1.3168710926812341,1.7696914341524315,Pre-2023
future careers,2,2,7,2,7,1.3168710926812341,1.7696914341524315,Pre-2023
pupils,1,2,7,1,4,1.3168710926812341,1.7696914341524315,Pre-2023
groundwork,1,2,7,2,7,1.3168710926812341,1.7696914341524315,Pre-2023
abilities,1,9,86,7,68,0.5186928631050014,1.7551725561064428,Pre-2023
emerging technologies,2,4,25,4,24,0.8373571793998611,1.7524371775915941,Pre-2023
tangible,1,4,25,3,17,0.8373571793998611,1.7524371775915941,Pre-2023
appropriate,1,7,60,6,55,0.5971377741793376,1.7467121622766322,Pre-2023
search,1,8,73,7,41,0.5516848143529627,1.7450270763098419,Pre-2023
detailed,1,5,36,4,35,0.7276043930468141,1.7441320918363186,Pre-2023
reality,1,5,36,2,31,0.7276043930468141,1.7441320918363186,Pre-2023
examples,1,6,48,6,43,0.6481015898365605,1.7335735856528518,Pre-2023
designers,1,6,48,5,35,0.6481015898365605,1.7335735856528518,Pre-2023
application,1,25,337,16,234,0.2865059338165139,1.7304468992490396,Pre-2023
bias,1,14,160,9,126,0.3947012070526075,1.7243826625225416,Pre-2023
new,1,27,372,20,272,0.27264409361289665,1.7193233609875023,Pre-2023
ideas,1,8,74,7,64,0.5418958119786543,1.7183818985604622,Pre-2023
implemented,1,7,61,5,57,0.5850513012981091,1.7165005979402526,Pre-2023
algorithm,1,7,61,3,39,0.5850513012981091,1.7165005979402526,Pre-2023
online,1,14,161,9,141,0.3905004178715723,1.7081530949763932,Pre-2023
planned behavior,2,3,16,2,11,0.9640998966117174,1.7016789004331005,Pre-2023
functional,1,3,16,2,11,0.9640998966117174,1.7016789004331005,Pre-2023
region,1,3,16,1,14,0.9640998966117174,1.7016789004331005,Pre-2023
history,1,4,26,2,24,0.8065980825457117,1.6993061215688663,Pre-2023
think,1,4,26,4,24,0.8065980825457117,1.6993061215688663,Pre-2023
allows,1,4,26,4,24,0.8065980825457117,1.6993061215688663,Pre-2023
empowerment,1,6,49,4,26,0.6327678499860889,1.6987875742672578,Pre-2023
lack,1,15,177,13,162,0.37325271348903133,1.6987740332511716,Pre-2023
order,1,7,62,6,59,0.5732120828685225,1.6867611413908656,Pre-2023
provide,1,20,259,19,233,0.31219433866424495,1.6723328936139448,Pre-2023
indicated,1,8,76,6,72,0.5228139361639697,1.6661214553476866,Pre-2023
automation,1,8,76,5,60,0.5228139361639697,1.6661214553476866,Pre-2023
previous,1,6,50,6,47,0.6178197616013801,1.664670908782941,Pre-2023
cultivate,1,6,50,6,48,0.6178197616013801,1.664670908782941,Pre-2023
directions,1,7,63,6,57,0.5616118025534558,1.6574799207854236,Pre-2023
deep,1,7,63,5,55,0.5616118025534558,1.6574799207854236,Pre-2023
actors,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
inappropriate,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
rapid technological,2,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
strengths limitations,2,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
teachable,1,2,8,2,6,1.202774231128389,1.6528718092426076,Pre-2023
demystify,1,2,8,2,7,1.202774231128389,1.6528718092426076,Pre-2023
accelerated,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
human-centric,1,2,8,1,8,1.202774231128389,1.6528718092426076,Pre-2023
conceptualization,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
formulate,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
note,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
shortage,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
coming,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
engine,1,2,8,2,7,1.202774231128389,1.6528718092426076,Pre-2023
decision-makers,1,2,8,1,6,1.202774231128389,1.6528718092426076,Pre-2023
live,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
collaborating,1,2,8,1,8,1.202774231128389,1.6528718092426076,Pre-2023
constitute,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
awareness ethical,2,2,8,1,7,1.202774231128389,1.6528718092426076,Pre-2023
ai-literate,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
harmful,1,2,8,2,8,1.202774231128389,1.6528718092426076,Pre-2023
instructional design,2,4,27,3,23,0.7772337572176067,1.6480042208219619,Pre-2023
explain,1,4,27,4,26,0.7772337572176067,1.6480042208219619,Pre-2023
map,1,4,27,2,24,0.7772337572176067,1.6480042208219619,Pre-2023
researchers,1,16,197,13,131,0.34507332287295345,1.636116153985942,Pre-2023
metacognition,1,3,17,1,12,0.9151983054016863,1.6317205075894023,Pre-2023
interested,1,3,17,2,17,0.9151983054016863,1.6317205075894023,Pre-2023
trained,1,3,17,3,17,0.9151983054016863,1.6317205075894023,Pre-2023
forward,1,3,17,2,17,0.9151983054016863,1.6317205075894023,Pre-2023
goal,1,6,51,6,41,0.6032413457942365,1.6311996269518863,Pre-2023
engineering,1,16,198,9,91,0.34174056903648786,1.621999262422646,Pre-2023
early childhood,2,5,39,2,23,0.6669982409668513,1.6213844582870616,Pre-2023
childhood,1,5,39,2,23,0.6669982409668513,1.6213844582870616,Pre-2023
science,1,21,280,11,173,0.2934178703257526,1.6204797000184095,Pre-2023
help,1,14,167,13,149,0.36599978839113767,1.6128107899770974,Pre-2023
adult,1,4,28,2,17,0.7491595856467068,1.5984188412657305,Pre-2023
existing,1,16,200,14,180,0.33514201043495717,1.5939751132379767,Pre-2023
subject,1,6,53,6,46,0.5751342356889655,1.5661032341809469,Pre-2023
discuss,1,8,80,8,75,0.4865102550820186,1.5654913123578806,Pre-2023
manner,1,3,18,3,16,0.8695869553612443,1.5652838088404046,Pre-2023
exploratory factor,2,3,18,3,16,0.8695869553612443,1.5652838088404046,Pre-2023
theory planned,2,3,18,2,14,0.8695869553612443,1.5652838088404046,Pre-2023
arts,1,3,18,2,14,0.8695869553612443,1.5652838088404046,Pre-2023
building,1,10,109,7,97,0.42678296141790906,1.561146332944555,Pre-2023
describes,1,4,29,4,26,0.7222819904523483,1.5504466909906913,Pre-2023
changed,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
illustrates,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
objects,1,2,9,1,8,1.1037839576202995,1.546693238621901,Pre-2023
tech,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
teamwork,1,2,9,1,9,1.1037839576202995,1.546693238621901,Pre-2023
grounded theory,2,2,9,1,8,1.1037839576202995,1.546693238621901,Pre-2023
comprised,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
conceptualizing,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
appears,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
sections,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
update,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
creates,1,2,9,2,8,1.1037839576202995,1.546693238621901,Pre-2023
meeting,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
support educators,2,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
organized,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
lab,1,2,9,2,8,1.1037839576202995,1.546693238621901,Pre-2023
oriented,1,2,9,2,8,1.1037839576202995,1.546693238621901,Pre-2023
core competencies,2,2,9,2,7,1.1037839576202995,1.546693238621901,Pre-2023
speed,1,2,9,2,9,1.1037839576202995,1.546693238621901,Pre-2023
focuses,1,7,67,7,66,0.5174471182521536,1.5446792430371086,Pre-2023
makes,1,5,41,4,41,0.6297120356003365,1.5444088294791722,Pre-2023
applications,1,24,342,19,265,0.2513479773173568,1.505284779808839,Pre-2023
incorporated,1,4,30,4,29,0.6965169425892785,1.5039928891166485,Pre-2023
prepared,1,3,19,3,19,0.826901524166729,1.502061205523479,Pre-2023
secondary schools,2,3,19,3,16,0.826901524166729,1.502061205523479,Pre-2023
material,1,3,19,3,16,0.826901524166729,1.502061205523479,Pre-2023
design principles,2,3,19,3,14,0.826901524166729,1.502061205523479,Pre-2023
dataset,1,3,19,2,15,0.826901524166729,1.502061205523479,Pre-2023
difficult,1,3,19,2,19,0.826901524166729,1.502061205523479,Pre-2023
emerging,1,15,191,11,162,0.3230336094768145,1.4933056138376013,Pre-2023
increase,1,8,84,5,80,0.4524736766340087,1.4696517755138183,Pre-2023
face,1,7,70,4,64,0.4864790280327167,1.464289040608974,Pre-2023
required,1,7,70,7,67,0.4864790280327167,1.464289040608974,Pre-2023
experience,1,18,243,16,188,0.2854034222048769,1.4631434985978018,Pre-2023
readiness,1,13,161,4,86,0.3411545631325854,1.4597762723441257,Pre-2023
kindergarten,1,4,31,3,11,0.6717887128119795,1.458970136386483,Pre-2023
user,1,11,130,7,92,0.3721182465581432,1.4507723608490797,Pre-2023
high-stakes,1,2,10,1,9,1.016682403593066,1.4496325666633758,Pre-2023
perceived behavioral,2,2,10,1,8,1.016682403593066,1.4496325666633758,Pre-2023
governments,1,2,10,2,10,1.016682403593066,1.4496325666633758,Pre-2023
arise,1,2,10,2,10,1.016682403593066,1.4496325666633758,Pre-2023
feature,1,2,10,1,10,1.016682403593066,1.4496325666633758,Pre-2023
discovered,1,2,10,2,10,1.016682403593066,1.4496325666633758,Pre-2023
assumption,1,2,10,2,10,1.016682403593066,1.4496325666633758,Pre-2023
dissemination,1,2,10,1,9,1.016682403593066,1.4496325666633758,Pre-2023
disciplinary,1,3,20,3,15,0.7868337687764697,1.44178031807929,Pre-2023
implementations,1,3,20,3,18,0.7868337687764697,1.44178031807929,Pre-2023
gaining,1,3,20,2,20,0.7868337687764697,1.44178031807929,Pre-2023
evaluate,1,12,147,8,133,0.3483269776847866,1.4287877249093004,Pre-2023
urgent need,2,4,32,3,31,0.6480288204807891,1.4152979768585894,Pre-2023
recent years,2,4,32,4,32,0.6480288204807891,1.4152979768585894,Pre-2023
extend,1,4,32,4,31,0.6480288204807891,1.4152979768585894,Pre-2023
particular,1,6,58,5,55,0.5103813743926633,1.4131906796963538,Pre-2023
perceive,1,6,58,6,53,0.5103813743926633,1.4131906796963538,Pre-2023
stage,1,5,45,2,35,0.561544192501005,1.4006575676793038,Pre-2023
fundamentals,1,3,21,2,17,0.7491206236926384,1.3841993298647923,Pre-2023
brought,1,3,21,3,21,0.7491206236926384,1.3841993298647923,Pre-2023
approaches,1,17,233,12,180,0.2757471010523469,1.3782516846236603,Pre-2023
digital,1,47,781,19,397,0.15820054118336824,1.3723220389556872,Pre-2023
misinformation,1,5,46,1,31,0.5456912421811992,1.3666427737526043,Pre-2023
systematically,1,5,46,5,41,0.5456912421811992,1.3666427737526043,Pre-2023
effort,1,5,46,4,37,0.5456912421811992,1.3666427737526043,Pre-2023
targeting,1,2,11,2,11,0.9391696628813779,1.3604161983291172,Pre-2023
considers,1,2,11,2,10,0.9391696628813779,1.3604161983291172,Pre-2023
stories,1,2,11,2,9,0.9391696628813779,1.3604161983291172,Pre-2023
address need,2,2,11,2,11,0.9391696628813779,1.3604161983291172,Pre-2023
prompted,1,2,11,2,11,0.9391696628813779,1.3604161983291172,Pre-2023
behavioral control,2,2,11,1,9,0.9391696628813779,1.3604161983291172,Pre-2023
attempts,1,2,11,1,11,0.9391696628813779,1.3604161983291172,Pre-2023
languages,1,2,11,2,9,0.9391696628813779,1.3604161983291172,Pre-2023
matter,1,2,11,2,11,0.9391696628813779,1.3604161983291172,Pre-2023
kids,1,2,11,2,10,0.9391696628813779,1.3604161983291172,Pre-2023
starting point,2,2,11,2,11,0.9391696628813779,1.3604161983291172,Pre-2023
humans,1,6,60,5,52,0.4864478050705596,1.3555812168287653,Pre-2023
fairness,1,5,47,2,34,0.5302706255773124,1.333335742236064,Pre-2023
short,1,4,34,3,26,0.6031711602185936,1.3317139587012439,Pre-2023
gained,1,4,34,4,33,0.6031711602185936,1.3317139587012439,Pre-2023
seen,1,3,22,3,22,0.7135358236706484,1.329102952822717,Pre-2023
artifacts,1,3,22,2,19,0.7135358236706484,1.329102952822717,Pre-2023
ubiquitous,1,3,22,3,22,0.7135358236706484,1.329102952822717,Pre-2023
underrepresented,1,3,22,2,21,0.7135358236706484,1.329102952822717,Pre-2023
game-based,1,3,22,2,12,0.7135358236706484,1.329102952822717,Pre-2023
standardized,1,3,22,3,21,0.7135358236706484,1.329102952822717,Pre-2023
apply,1,6,61,4,56,0.47486299037492863,1.3274747461828729,Pre-2023
organizations,1,6,61,4,51,0.47486299037492863,1.3274747461828729,Pre-2023
main,1,7,76,6,67,0.42939551606372994,1.3131309967218836,Pre-2023
means,1,4,35,3,34,0.5819653017020467,1.2916698407437697,Pre-2023
natural language,2,4,35,4,33,0.5819653017020467,1.2916698407437697,Pre-2023
algorithmic bias,2,4,35,3,33,0.5819653017020467,1.2916698407437697,Pre-2023
government,1,4,35,4,26,0.5819653017020467,1.2916698407437697,Pre-2023
cross-disciplinary,1,2,12,2,12,0.8695454141395924,1.2779878241574996,Pre-2023
web-based,1,2,12,2,12,0.8695454141395924,1.2779878241574996,Pre-2023
merely,1,2,12,2,12,0.8695454141395924,1.2779878241574996,Pre-2023
prior experience,2,2,12,2,12,0.8695454141395924,1.2779878241574996,Pre-2023
theoretical foundation,2,2,12,2,11,0.8695454141395924,1.2779878241574996,Pre-2023
content tpack,2,2,12,2,12,0.8695454141395924,1.2779878241574996,Pre-2023
presentation,1,2,12,2,10,0.8695454141395924,1.2779878241574996,Pre-2023
significantly influence,2,2,12,2,11,0.8695454141395924,1.2779878241574996,Pre-2023
desire,1,2,12,1,12,0.8695454141395924,1.2779878241574996,Pre-2023
wider,1,2,12,2,12,0.8695454141395924,1.2779878241574996,Pre-2023
young people,2,3,23,2,16,0.6798833804668529,1.2762989570732404,Pre-2023
space,1,3,23,3,18,0.6798833804668529,1.2762989570732404,Pre-2023
establishing,1,5,49,5,49,0.5006507533935407,1.268735512210341,Pre-2023
point,1,5,49,5,48,0.5006507533935407,1.268735512210341,Pre-2023
discussion,1,9,109,9,101,0.3557869777601992,1.260927096048838,Pre-2023
increasingly integrated,2,4,36,4,36,0.561510393738418,1.2527108099091897,Pre-2023
make,1,8,94,8,90,0.37590427877825405,1.2483532057408404,Pre-2023
unique,1,6,64,4,57,0.44153330531659307,1.2457799166090817,Pre-2023
fundamental,1,6,64,5,60,0.44153330531659307,1.2457799166090817,Pre-2023
adopted,1,5,50,4,48,0.4864165861947214,1.2373912675301972,Pre-2023
engaging,1,8,95,8,87,0.36883978225612246,1.2275116289720405,Pre-2023
largely,1,3,24,3,24,0.6479924421434369,1.2256151957683907,Pre-2023
medical imaging,2,3,24,1,5,0.6479924421434369,1.2256151957683907,Pre-2023
agenda,1,3,24,3,20,0.6479924421434369,1.2256151957683907,Pre-2023
programming,1,9,111,8,64,0.34378339822472004,1.222924152556961,Pre-2023
national,1,7,80,3,60,0.3945083817907964,1.2187269925130173,Pre-2023
daily life,2,4,37,4,37,0.5417631758940011,1.2147820865485885,Pre-2023
increased,1,8,96,7,88,0.36187323399390525,1.2068850724019675,Pre-2023
accessible,1,5,51,4,48,0.4725447446755986,1.2066524935946015,Pre-2023
workshops,1,5,51,3,43,0.4725447446755986,1.2066524935946015,Pre-2023
leverages,1,2,13,2,13,0.8065175793534376,1.2014709560961294,Pre-2023
consists,1,2,13,2,13,0.8065175793534376,1.2014709560961294,Pre-2023
black,1,2,13,2,12,0.8065175793534376,1.2014709560961294,Pre-2023
clustering,1,2,13,2,10,0.8065175793534376,1.2014709560961294,Pre-2023
realm,1,2,13,2,13,0.8065175793534376,1.2014709560961294,Pre-2023
mode,1,2,13,2,9,0.8065175793534376,1.2014709560961294,Pre-2023
relations,1,2,13,1,10,0.8065175793534376,1.2014709560961294,Pre-2023
dedicated,1,2,13,2,13,0.8065175793534376,1.2014709560961294,Pre-2023
inherent,1,2,13,2,12,0.8065175793534376,1.2014709560961294,Pre-2023
respect,1,2,13,1,13,0.8065175793534376,1.2014709560961294,Pre-2023
intelligent,1,10,129,7,83,0.31446407261796416,1.1901526514589957,Pre-2023
voice,1,4,38,3,19,0.5226838841580737,1.1778327159737654,Pre-2023
industries,1,4,38,4,34,0.5226838841580737,1.1778327159737654,Pre-2023
adaptation,1,4,38,3,36,0.5226838841580737,1.1778327159737654,Pre-2023
ai-literacy,1,3,25,2,18,0.6177131976528791,1.1768970572561912,Pre-2023
achieved,1,3,25,3,25,0.6177131976528791,1.1768970572561912,Pre-2023
solving,1,3,25,3,23,0.6177131976528791,1.1768970572561912,Pre-2023
ages,1,3,25,3,25,0.6177131976528791,1.1768970572561912,Pre-2023
code,1,3,25,2,21,0.6177131976528791,1.1768970572561912,Pre-2023
daily lives,2,3,25,3,22,0.6177131976528791,1.1768970572561912,Pre-2023
pilot,1,5,52,4,41,0.4590202813565085,1.1764969137696322,Pre-2023
increasingly relevant,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
modifications,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
publicly available,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
ethical design,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
agendas,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
creativity innovation,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
workings,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
influence intention,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
procedure,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
tools assist,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
multiple-choice questions,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
publicly,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
continuing,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
contrasting,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
displayed,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
multigroup,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
three-dimensional,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
gauge,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
exhaustive,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
sort,1,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
curriculum redesign,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
need upskilling,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
technology develop,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
implications enhancing,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
need assess,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
highlighted importance,2,1,4,1,4,1.2027275272301345,1.1687114817485529,Pre-2023
